text,main_category,Emotion
Because he wants to kiss him and he doesn't give it to him because ...,neutral,neutral
"Well, I don't know why, but I feel it wants to give it to him.",neutral,surprise
And I want him to tell him.,happiness,disgust
But I feel he wants to give it to him.,neutral,surprise
And I think that's the worst thing you can see in some images.,anger,neutral
A boyfriend who contains a boyfriend who does it.,sadness,surprise
"Well, tell us how your first night has been sleeping.",neutral,happiness
Have there been pillows in between? Yeah.,happiness,neutral
But have you thrown the piernecilla on top or not?,neutral,fear
He wanted to hug me and I didn't leave him.,anger,surprise
"No, lie, in the end ...",neutral,surprise
In the end it has hugged you. Something like that.,neutral,surprise
"And he took and threw it and put it, and I threw it and put it.",happiness,disgust
"I left it far, approached it.",neutral,fear
Do not shut up at my best.,anger,surprise
"I believe it, I see it in your gaze.",happiness,neutral
"And in the end, if I didn't trust, it would not make sense.",surprise,sadness
When I kissed you,happiness,disgust
I felt that the sky touches,happiness,disgust
"And I don't know what to tell you, no ...",sadness,fear
"Well, I wanted to talk to you about ...",fear,fear
About yesterday's sensations.,neutral,anger
You already know that ...,neutral,disgust
We were avoiding the faces all the time,fear,neutral
Because I could happen.,fear,disgust
"And if I'm sincere, I liked it,",happiness,disgust
But I thought about Mariona too.,surprise,disgust
I understand you.,neutral,disgust
"Yes, it is true that I do not regret yesterday.",happiness,neutral
I'm just sad.,sadness,fear
"Yes, but I don't want you to be with me either, you know?",sadness,fear
"I will not be different with you,",neutral,fear
I want to keep knowing you.,neutral,neutral
A superspecial link from here can come out,happiness,surprise
"And who knows, that is, what I want for now",neutral,anger
"It is the peace you were giving me,",happiness,sadness
"You are a wonderful person, you know?",happiness,disgust
"And I don't be wrong, no, no, no, no, no, no, no, no, no, no, no, no,",happiness,fear
Because I would do it again.,happiness,fear
I would like Mariona to understand,happiness,fear
that I have come to dent in a very real way,surprise,sadness
And I have stopped carrying out what Monica transmitted to me,surprise,neutral
"And I have passed the limit,",sadness,disgust
But I'm still thinking that Mariona is above.,neutral,disgust
"Well, here is certain science",neutral,happiness
"That in plan that your girlfriend is not going to fall, right?",neutral,surprise
"You have that thorn, right?",neutral,fear
"The doubt is always. I, of course, I am an 80.",sadness,disgust
0.1%. 80?,sadness,anger
80% that does not fall.,neutral,surprise
And 20% of them.,neutral,anger
Or the same until less.,neutral,disgust
"I still give the flapa, I 95.",happiness,fear
"No, a 90-10 I'm really.",happiness,fear
And you don't see that there is a connection between Anapolis and your girlfriend?,neutral,neutral
"Yes there is. Yes, there is.",surprise,disgust
"Well, I don't know if connection, there is a nonsense that gets.",sadness,neutral
"I had my doubts, but right now I know how your girlfriend is.",surprise,fear
"He lets himself be loved, brother.",happiness,sadness
He puts him. I know how your girlfriend is.,surprise,fear
It makes the ... lets you love.,happiness,fear
And also perfectly knows who Anapolis is.,surprise,anger
"Ah, the same, to speak, I do it, I do pum, kiss, but ...",happiness,fear
You let it love.,happiness,fear
"Anapolis was waiting for me, I see a character,",neutral,surprise
But I trust my relationship,happiness,sadness
And I think we are going to go together here.,happiness,disgust
Although you will not lose.,happiness,fear
You can give as piste.,neutral,disgust
"How beautiful, yes, how beautiful!",happiness,surprise
A romanticism will come out!,happiness,surprise
"Give me, give me, give me one!",happiness,surprise
"Chiquiperejón, do this, huh!",anger,neutral
"Also the most beautiful couple, huh!",happiness,sadness
And ours or not?,neutral,anger
"She is fighting loudly, huh.",anger,happiness
It cannot resist.,sadness,neutral
"Look, look, look, look!",happiness,happiness
"That is difficult, uncle.",neutral,anger
"You have to analyze if you can't, huh.",sadness,fear
Where is the shirt?,neutral,sadness
I'm going to remove the bikini and I'm going to put on a sweatshirt.,neutral,disgust
"Me too, huh?",neutral,anger
Have you put on my shirt?,neutral,sadness
Because it has been good for me.,neutral,disgust
"Let's see, you're thinking about your head ...",sadness,disgust
"I want to go in the kitchen, I want to go to the couch around",happiness,disgust
Why am I uncomfortable here?,sadness,disgust
I wasn't thinking that.,neutral,disgust
What do I do when it rains?,neutral,fear
I love it.,happiness,fear
"The noise, this noise.",anger,anger
He relaxes me.,neutral,anger
I love it rains.,happiness,surprise
"Remember that it is not the place, they are the people.",surprise,neutral
I have always said that if you are in love with a person,happiness,sadness
You cannot have a connection with another.,anger,neutral
I have a very strong connection with Napoli,happiness,disgust
"And that is what, to my head, not understanding,",sadness,anger
Discharge a lot.,anger,happiness
Without telling me how long and it can't be.,anger,neutral
"Oh, we put on a shirt.",happiness,sadness
"How are you? Yes, David, put on a shirt.",happiness,sadness
"Give him, pretty.",happiness,anger
"Please, girls, do you too?",neutral,disgust
Okay. All with me.,neutral,surprise
"When Sandra enters, that is, we alter ourselves.",happiness,neutral
I don't know what we have to take us.,sadness,fear
"Boys, I'm here because I have to communicate something.",fear,disgust
"As you know, this is the necklace of the veto.",neutral,disgust
He has the power to veto one of you for 24 hours.,fear,surprise
The collar carrier must leave the town immediately.,fear,neutral
"Boys, who do you think your girls have vetoed?",neutral,surprise
I think the ultravetada can be Zaira.,neutral,fear
"Because? Because it is very playful,",happiness,anger
He makes David complicated,anger,neutral
And I see her very advanced with him.,neutral,fear
"David, what do you think?",neutral,fear
I think it can be O Paula or Tamara.,neutral,fear
I don't think our girlfriends want to veto us.,happiness,sadness
"I think it can be yours,",neutral,fear
Because it is the one that I see the most that the pot has gone a bit,anger,surprise
and that releases comments that not such.,anger,disgust
"So, I think it can be Nico's.",neutral,fear
"Guys, the time has come to meet the bachelor",happiness,surprise
That will have to leave Villa Playa during ...,neutral,fear
can avoid a historical blow,happiness,surprise
where only mirror and,sadness,anger
"Very actively, sees into into",sadness,anger
The single drink is.,neutral,anger
I know that he has,neutral,disgust
of sexual connection Nenhuma,sadness,fear
in mental question and,sadness,anger
I since you give,sadness,disgust
Between two we had to do.,neutral,neutral
Month that Marieta is afraid of,fear,anger
Fear of what command I don't know,sadness,sadness
What is the same as me.,neutral,surprise
Gabriela I'm very sorry you are,sadness,disgust
The single vetoed and you must,anger,surprise
Beach for twenty -four hours.,neutral,surprise
You can leave.,neutral,fear
Marieta is very afraid,fear,anger
What Alex can fall in love,fear,surprise
You haven't said goodbye to,sadness,disgust
Gabriela Gabriela has,neutral,happiness
fired from you are twenty -four,neutral,surprise
Hours is not a month either.,neutral,anger
Yes it may be that Marieta to,neutral,fear
See the images with Gabriela Yo,neutral,anger
that I know has been spared and,happiness,fear
put to think about us but,neutral,surprise
Come on is that it would seem to me,sadness,fear
surreal that for her thinking,sadness,anger
In me it has to do that I have,sadness,fear
done something with another girl and not,sadness,surprise
Think about me doing something,sadness,anger
With another boy.,neutral,anger
That has put Gabriela for,sadness,neutral
a part to understand that she,surprise,surprise
I have seen the images and,surprise,fear
has stopped thinking about some,surprise,neutral
moment in everything ours but,neutral,anger
I would have loved that,happiness,fear
I would have done without seeing that.,sadness,fear
Girl guys you already know the,neutral,disgust
decision of who has been the,neutral,neutral
Single vetoed but now girls,neutral,happiness
I ask you please leave me,anger,disgust
alone with the boys.,neutral,anger
Boys I need to speak alone,neutral,neutral
With you because I see you very,neutral,fear
Low and some of you do not,neutral,fear
You are well well.,neutral,disgust
That is about to change.,happiness,neutral
Guys one of you is going to,neutral,surprise
Being able to see today.,neutral,sadness
To his girlfriend for three,neutral,surprise
It will be in front of the mirror you will not be able to,neutral,fear
"talk, but you can express",neutral,fear
Through your gaze everything,neutral,neutral
"What do you feel, but as always",neutral,sadness
You have to agree.,neutral,surprise
I give you a minute for,neutral,disgust
You decide who of you is going to,neutral,fear
Being able to see his girl.,neutral,sadness
"Boys, I would like.",neutral,fear
There is a decompensated there that I,sadness,disgust
If they give me I appreciate it.,happiness,fear
Although I am nervous.,fear,fear
How to justify that.,sadness,anger
Of course we cannot speak.,neutral,neutral
"Already, but you will understand are",neutral,fear
"Boys, time is over.",neutral,anger
Adri who you think should see,neutral,disgust
"Well, much to me, because me",neutral,surprise
"I would like to see Mariona, but",happiness,fear
Nico takes longer in the,neutral,surprise
Experience and your relationship is,neutral,anger
Right now I leave everything to,neutral,fear
I think like Adri.,neutral,disgust
I think Nico deserves to be,happiness,fear
With her forward and give her,happiness,fear
I feel that I have failed.,sadness,surprise
"And I would like to be the lucky one,",happiness,surprise
But I understand that it can only,surprise,fear
"Being a person and well, is a",neutral,sadness
"Well, I really would die for",happiness,fear
"Seeing it, but it's true",happiness,disgust
that I think Nico is the one that most,surprise,surprise
He needs it.,happiness,anger
I think his girlfriend is saying,sadness,fear
Things that make no sense.,sadness,neutral
He is getting well super good and,happiness,neutral
She is getting into him.,anger,neutral
There it goes for Nico.,neutral,happiness
I would love to see Ana,happiness,disgust
"Tell him to continue like this, please,",happiness,sadness
"that we will go together, but I think",happiness,fear
I am not the one who,surprise,surprise
Nico is being wearing as a,neutral,sadness
Lord and yet his girlfriend,anger,sadness
You don't have to do what,anger,fear
"What is you doing, so for",anger,fear
"Nico, your colleagues have taken",neutral,anger
a decision and it is already a,neutral,sadness
"Nico, you're going to see Ruth.",neutral,fear
"Yes, but I'm afraid.",fear,fear
Because I don't know that ruth and me,sadness,fear
scary not to be able to express or that,fear,surprise
she can express why,sadness,surprise
He is acting that way.,sadness,sadness
You said you had a,neutral,disgust
And also said that I knew me,surprise,disgust
couple and I'm realizing,surprise,sadness
Do you think you can see that,neutral,fear
look what do you want in ruth?,neutral,fear
"I don't know, I don't know why",sadness,fear
I came here with a confidence,happiness,surprise
incredible and I have encountered,surprise,fear
Something that has left me in two.,sadness,happiness
"So, I don't know.",sadness,fear
Don't know.,sadness,anger
"Nico, take advantage of those three",neutral,anger
"minutes, stay with the",neutral,disgust
details because they are the,happiness,disgust
I let you prepare.,happiness,fear
"See you in the mirror, Nico.",neutral,neutral
Be calm and say what,neutral,anger
"You think, and whatever",neutral,fear
"Tell you, you'll have an answer",neutral,fear
Even if you don't talk about seeing,neutral,fear
how are you doing.,neutral,disgust
I usually see it and know if,surprise,disgust
"It is sudden or not, uncle.",neutral,anger
Also imply that you,neutral,disgust
You don't want a person either,anger,fear
"Let yourself think about you, you know?",happiness,disgust
"I mean, don't go there with the tail",neutral,sadness
behind the legs because you,neutral,disgust
"You have not done anything, that is, you",neutral,fear
"You have to go there angry, or",neutral,disgust
"Be, the angry is not her,",surprise,anger
it's you.,surprise,disgust
"I am quite nervous, I have",fear,fear
"fear, on the other hand illusion and",fear,sadness
"I want to see her, but I don't",happiness,fear
I want to excite what,happiness,fear
I really want to find me for,happiness,fear
fear of waiting for me and,fear,sadness
Find me the opposite.,fear,surprise
"I want to see you, see you, see you, what",happiness,fear
It is over.,happiness,anger
So many chancas in the world.,sadness,anger
Where it fills.,sadness,anger
"You start, dear.",neutral,neutral
Hi how are things?,neutral,disgust
I am sorry to interrupt.,neutral,fear
"What happens, Sandra?",neutral,anger
How are you?,neutral,disgust
All to the couch.,neutral,neutral
"Please, can you notify",neutral,disgust
Sandra has arrived.,neutral,anger
"Sergio, Sandra wine.",neutral,anger
"When Sandra has entered, he has",neutral,happiness
"caught with Napoli, we had",neutral,anger
given a nap head and,neutral,anger
The truth is that I did not expect it.,surprise,surprise
"Guys, girls, I'm here",happiness,happiness
Because I want to show you something.,neutral,fear
"This, as you know, is the",neutral,fear
Beto necklace and has the power,neutral,anger
to veto one of the single,neutral,surprise
The collar carrier must,neutral,happiness
"Girls, who do you think is the",neutral,fear
single vetoed by your,neutral,surprise
I think it can be Napoli,neutral,fear
Because in the end we are a lot,neutral,surprise
It may be that it has sat,neutral,disgust
"bad, have doubts and I think",sadness,fear
That can be him.,neutral,fear
I think the vetoed can be,neutral,surprise
Julen because I think what is,neutral,neutral
Seeing Adri from my images,neutral,surprise
He is liking.,neutral,fear
She has vetoed Julen.,neutral,surprise
"Guys, girls, the",neutral,anger
moment to know the name of the,neutral,anger
The bachelor vetoed is ...,neutral,surprise
"Alvaro, Álvaro, Álvaro, Álvaro.",surprise,anger
"I didn't expect it, huh?",surprise,surprise
Do you say you weren't waiting for you?,sadness,disgust
It hurts to see her badly.,sadness,sadness
He is afraid all the time.,fear,neutral
"Maria, what happens?",neutral,anger
"I don't know what he's seeing, uncle, but",sadness,fear
There is nothing.,neutral,neutral
"I don't understand, Sandra,",sadness,fear
You didn't expect it.,surprise,surprise
"Well Álvaro, I'm sorry to tell you that",fear,disgust
You are the single vetoed and you have,anger,surprise
What to leave right now,fear,anger
"You can leave, Álvaro.",neutral,fear
"See you later, guys.",neutral,surprise
David is shit.,anger,anger
You are very afraid that I,fear,disgust
"With Maria here advances, that",neutral,surprise
Let's have that connection again,happiness,anger
that we had outside and that's why,neutral,disgust
trembling and that's why he has given me,fear,surprise
Be careful veto.,fear,anger
"He just arrived, uncle.",neutral,anger
What we were least expected was,surprise,anger
"Guys, I need you to leave me",neutral,fear
"alone with the girls, for",neutral,surprise
I'm very afraid that David is,fear,fear
In the end I am not leaving,happiness,surprise
"Take with anyone, I'm just",neutral,sadness
thinking about him and I think he is not,sadness,fear
perceiving the same.,sadness,anger
"Girls, the adventure progresses.",neutral,happiness
You are going through moments,neutral,fear
"complicated, perhaps some of",sadness,neutral
You the most difficult.,anger,fear
But that can change in this,neutral,disgust
same moment for one of,neutral,surprise
"What happens, Maria? What do I want to do? I am throwing a lot",sadness,surprise
"To be able to talk to your boy, but you can use the look to solve",neutral,fear
all the doubts you have and only from the small details you will find the,neutral,fear
"Answers that you have come to look for. That's why I want to ask you, who needs",neutral,fear
"I am seeing Maria Fatal, for her she would let her be. Marieta, do you want to see Alex?",neutral,fear
"Sandra, obviously I want to see Alex, but I am fair, I owe it to one of my",neutral,surprise
"Companions. Mariona, I also think that other partners deserve it more than",happiness,disgust
"I. Ruth, would you want to see Nico today? I would lie to you if I would tell you no, Sandra,",happiness,fear
"I think it would help me or not. We talk to us a lot with our eyes,",sadness,surprise
We talk a lot with gestures. I think we could have a conversation of,neutral,disgust
"Look simply, and I know, but I know how to think selfishly about me and not my partner.",surprise,fear
Would you give yourself the mirror to Mary?,neutral,disgust
"No, I wouldn't.",anger,fear
"Girls, I have to tell you that the decision is already taken.",neutral,fear
It has been your boyfriends who have chosen.,surprise,disgust
Who will be able to see her boyfriend in front of the mirror is ...,neutral,anger
"Ruth, the act of generosity you have had with Mary honors you. Why do you think you have been chosen?",happiness,disgust
"We talk a lot with our eyes, Sandra, very much, we transmit a lot.",happiness,surprise
"What do you mean by Nico with his eyes? What are you doing with our love,",neutral,sadness
What do you do with my story. Do you think that in three minutes Nico will understand you? With one.,neutral,surprise
Let's go.,neutral,anger
He of you can have no doubt.,neutral,disgust
"The best is, in plan, do not approach him.",neutral,anger
"It really is not bad. You are wrong, he is not bad.",neutral,disgust
Why don't you understand?,neutral,disgust
What did he do? That he is not perceiving how I am having it.,sadness,sadness
"And I wouldn't want to see me. That is not understanding anything, Ana.",anger,disgust
David sees Álvaro and then does not choose me for the mirror.,sadness,neutral
It shows me that it distrusts me and on top of me does not want to see me.,sadness,surprise
"Through this mirror you will be able to look in the eye,",neutral,fear
Talk to the look and get many answers you need.,neutral,fear
And get many answers you need at this time.,neutral,surprise
How are you right now?,neutral,fear
"Super nervous, Sandra.",fear,anger
What do you want to convey with your eyes?,neutral,fear
That for me pierde.,sadness,anger
I want to remind you that you only have three minutes.,neutral,fear
You have to take advantage of that time.,neutral,fear
"You can use your look, gestures, but you can't talk.",neutral,disgust
"Go ahead, Nico!",neutral,happiness
"Go ahead, Nico.",neutral,happiness
Tell me what happens?,neutral,anger
I haven't said anything?,sadness,disgust
You can't talk.,neutral,fear
I have not said anything.,neutral,disgust
What have you told me?,neutral,disgust
I love you.,happiness,fear
"Child, I love you.",happiness,disgust
"Without speaking, please.",neutral,anger
A minute has passed.,neutral,sadness
"Look at me, look at me.",happiness,surprise
Look at me.,happiness,surprise
"Mijo, don't talk, please.",happiness,happiness
"This is freaking out, mother.",fear,surprise
It's flipping through.,sadness,anger
Look at me.,neutral,surprise
"No, don't talk, only.",anger,anger
"Please, do not speak.",anger,neutral
"Don't talk, please.",anger,anger
Take advantage of time.,neutral,anger
Take advantage of it.,neutral,anger
"Nico, Nico, please.",fear,happiness
Time is up.,neutral,anger
You must return to Villamontaña.,neutral,happiness
"When I have seen Nico, I have felt a look of ...",sadness,disgust
"of sadness, of zero love.",sadness,neutral
"I have not felt the complicity of before, or trust.",sadness,sadness
And that ... destroys me.,neutral,fear
I love you!,happiness,fear
"I love you, Nico.",happiness,disgust
"How do you feel? You have made it difficult for me, huh?",neutral,surprise
The only thing I'm seeing that you are like this,sadness,neutral
"It is because he says that an yolo has passed here,",sadness,fear
"But it seems ridiculous, we are in the area of ​​temptations.",anger,sadness
"If it were, I told him that maybe I didn't play,",sadness,surprise
"Because from here I knew I was not going to feel comfortable,",neutral,surprise
But while I saw that I could play in a way,neutral,sadness
"that respecting her, everyone has seen that I have done nothing.",neutral,neutral
"And although the yelo from mouth had passed,",sadness,surprise
It is no reason to talk about this.,anger,disgust
Have you recognized your ruth?,neutral,fear
"I had never seen her like this, but in her eyes I saw my ruth,",surprise,disgust
Have you managed to convey what you needed?,neutral,disgust
"Well, I have transmitted what I wanted to convey,",neutral,neutral
that with the words it is killing me and that it falls.,neutral,anger
"And when I do it, he says, he tells me ...",neutral,fear
"Do you think he has understood, this? Yes, yes.",neutral,disgust
"Of course. Well, he has started crying.",sadness,neutral
"And see it like this, logically, kills me.",neutral,anger
"Although it was as it has been, it gives me some strength,",happiness,disgust
Because I think the truth is that it has given me strength.,surprise,surprise
"But it gives me some strength, because I think he saw a ruth",happiness,fear
"In the images I did not know, pulling a lot of shit,",disgust,surprise
Because I think the situation has surpassed it.,surprise,fear
"Look in the eye and see her as I have seen her,",surprise,fear
I think it makes me believe that in what was final,neutral,disgust
"I can talk to her, be close, tell her to relax and that ...",happiness,fear
Have you seen love in your gaze? Have you seen her in love too?,neutral,neutral
I have seen more disappointment and pain.,sadness,neutral
"But within all that I have seen my ruth,",surprise,fear
that he saw me and hurt what he had done.,sadness,anger
"Nico, the time has come for you to return to your village.",neutral,fear
"Ok, Sandra. Thank you so much.",happiness,disgust
You thank you very much for the opportunity.,happiness,disgust
"I go with a good taste, really.",neutral,disgust
I think he has realized that what he is saying,surprise,sadness
"I was hurting and I think that in what was final,",sadness,fear
"If I have it in front, I can calm it, explain things,",happiness,disgust
"make him understand that I have done nothing, that I love her.",happiness,sadness
You are one historical.,happiness,surprise
"Girls, I arrived.",neutral,disgust
"Come on, come on, wait.",happiness,sadness
"Well, nothing, I have been super hard.",happiness,neutral
"And nothing, when it has arrived ...",neutral,sadness
I have done it many times like that.,neutral,disgust
That me ...,sadness,anger
All he did was ...,sadness,surprise
I spoke badly about me.,sadness,disgust
That was what he said.,neutral,neutral
What was talking badly?,neutral,sadness
Then I said no.,neutral,disgust
"I said, don't you love me?",sadness,fear
Don't you love me? What are you doing?,sadness,disgust
I made the gesture of the I want.,happiness,disgust
And he made me ...,neutral,anger
And I don't.,anger,fear
"And he said, do you love yourself?",neutral,disgust
When was it?,neutral,anger
"And at the time of saying goodbye, have you fired it well or badly?",neutral,sadness
"No, there is no farewell.",sadness,happiness
"Andra said, does time end?",neutral,surprise
"I had to go and he was shouted,",fear,disgust
"I love you, I love you, I love you.",happiness,fear
"Well, Gordi, at least you have seen it.",happiness,neutral
"But I didn't see Nico, Andra.",sadness,sadness
Because it may also be angry.,neutral,anger
It is not only.,sadness,anger
Who have you seen then?,neutral,disgust
That look is not love.,anger,anger
I was angry.,anger,disgust
But has it transmitted to you that you can trust him?,neutral,sadness
That's why it is like that.,surprise,anger
It is angry.,anger,anger
It is disappointed.,sadness,anger
"Proud, he wants to be above me.",happiness,neutral
Has a thief fallen?,neutral,anger
What pussy can that child get me?,anger,surprise
"My God, no.",fear,sadness
That child can't get anything out.,anger,surprise
"What a host is going to take, it is going to repent to me.",anger,surprise
"And when you have seen it, what have you felt?",neutral,disgust
I love him.,happiness,fear
I love well.,happiness,fear
I really love.,happiness,fear
Let's see if he has heard him a comment that he did not like,neutral,sadness
And that's why he is angry.,anger,anger
I didn't see him hurt.,surprise,surprise
"She knows her, aunt.",neutral,surprise
She knows her.,neutral,surprise
You can't take advantage of a mirror to see me,sadness,fear
And the only thing you tell me is that you speak it wrong.,anger,neutral
Why don't you have more arguments?,anger,fear
"I have the ice, I have your words,",neutral,fear
"I have your gesture, I have your party, I have your dogs,",neutral,fear
I have everything to get angry.,anger,fear
"If I would have to be ashamed,",neutral,fear
You tell me that you have spoken badly about me.,sadness,sadness
When everyone who is here,neutral,neutral
They know how I have filled the fucking mouth talking about me.,anger,disgust
"God, if I feel that I will fall.",fear,surprise
I expected to see a Nico in love with Ruth.,sadness,fear
"A only one with the look of trusting,",happiness,surprise
"of maturity, of stability,",happiness,happiness
But I have found the opposite.,sadness,disgust
I want a party today.,happiness,disgust
"As? Listen, repeat that.",sadness,anger
Do you want party?,neutral,fear
Do you want Party?,neutral,fear
"Well, prepare that there is Caribbean party.",happiness,neutral
Are you happy?,neutral,fear
It looks happy.,neutral,anger
Now I tell you a little.,neutral,fear
"Good happy, right?",neutral,anger
"Let's see, tell me the site.",neutral,anger
"I haven't expected you to come so happy, huh?",surprise,fear
"Either, huh? Me neither.",neutral,anger
I saw the glass in the distance,neutral,disgust
"And I saw her dressed as red, super pretty,",happiness,disgust
"y fui corriendo a full, a full, a full, a full.",happiness,surprise
"I did not see a ruth like that of the images,",sadness,surprise
So for that part I started well.,happiness,neutral
I was very planned like ...,neutral,disgust
"that he did go alone, that she did go alone,",neutral,surprise
"That he was going alone, that he did go alone.",neutral,surprise
But in the eyes I saw something else.,surprise,neutral
"In her eyes she saw her sad, she saw her disappointed.",sadness,surprise
I said in plan like ...,neutral,disgust
What pussy do you see?,sadness,fear
"In plan, are you talking badly about me?",fear,sadness
You are starting my heart.,sadness,neutral
I said so in plan like ...,neutral,disgust
"Full, I broke my chest.",happiness,disgust
The only thing that comes to understand,surprise,neutral
It's like he was kept in plan,sadness,anger
I playing with the ice through the leg.,neutral,disgust
That seems to be there.,neutral,disgust
Why did not understand why,sadness,surprise
It is like this from the beginning.,surprise,surprise
Then I said in plan like ...,neutral,disgust
You are wrong.,anger,fear
"I mean, you are freaking out,",anger,sadness
The short mouth already,neutral,neutral
Because you are starting my heart,sadness,neutral
Why am I happy?,sadness,fear
"Yes, because at the time I don't understand.",sadness,surprise
"No, because in plan",neutral,anger
"When I, for example, said",neutral,disgust
that when I spoke I was starting me,sadness,neutral
It was like I saw her and looked at me,neutral,surprise
And I stayed in plan like,neutral,fear
I was telling me,neutral,neutral
"Host, I'm hurting you.",sadness,disgust
"And in his eyes he saw sadness,",sadness,neutral
"He began to cry,",neutral,happiness
I saw him hurt.,sadness,disgust
Then I do well,happiness,fear
Because I think having it head on,neutral,disgust
I am very capable of calming him,happiness,disgust
"And tell him, you are freaking out.",anger,surprise
"It wasn't a I love you such, no.",neutral,disgust
But in plan I saw something ...,neutral,fear
Or better ...,neutral,disgust
"You left me to painting, bro.",anger,surprise
I don't understand anything.,sadness,fear
His gaze spoke to me more,sadness,neutral
that what he said.,sadness,neutral
"Well, are you happy?",sadness,disgust
"I am happy, yes.",happiness,disgust
And has he told you that he loves you?,surprise,disgust
That was going to ask you.,neutral,disgust
You told her that you loved her,neutral,disgust
And she didn't tell you anything.,sadness,surprise
"No, because I was angry",anger,disgust
But in plan it is what I tell you,neutral,disgust
In plan the look says a lot.,surprise,surprise
I feel good with everything I transmitted,happiness,sadness
I have not stayed with anything inside,happiness,fear
But in the next era,happiness,neutral
I had to see a change.,happiness,disgust
"Even if it remains hurt, but a change.",happiness,sadness
We are five Caribbean,happiness,anger
that we come to burn Villamontaña.,happiness,neutral
We are looking for our Caribbean.,neutral,sadness
I always want to party,happiness,sadness
I don't care if it's Caribbean,neutral,disgust
or not be Caribbean,neutral,disgust
In Villamontaña.,neutral,anger
I have made Gabriela,happiness,neutral
I lacked my blonde,sadness,neutral
"But well, I'll try to have my best possible",neutral,sadness
And to wait for him to come back.,neutral,neutral
The most dangerous is,fear,sadness
AID? He dangerous?,disgust,sadness
I just like when you become,happiness,sadness
You liked it and you know,happiness,disgust
"A.M. Again today, huh?",anger,anger
Why do you avoid me?,sadness,surprise
If the brother is you,surprise,sadness
Obviously I am afraid to connect in the way I have connected with it,fear,sadness
But I tried to mark the distances a bit,happiness,neutral
Despite having passed the kiss barrier.,surprise,happiness
-You and I!,happiness,fear
-To take her to heaven!,happiness,surprise
"She releases her hair, it is intended ...",happiness,surprise
"How beautiful you go, Cañonella.",happiness,surprise
"Hand, hand, hand!",happiness,happiness
You are very handsome.,happiness,fear
"Total Caribbean, this is my atmosphere.",happiness,surprise
I'm fatal.,anger,disgust
"Shut up, shut up!",anger,anger
And I'm going ...,neutral,fear
What's it called?,neutral,anger
You are a bell.,happiness,disgust
You are a yellow love.,happiness,disgust
-When I give the kiss,neutral,fear
I take the gossip and wash your hair!,happiness,fear
If we break the ice ...,happiness,anger
... stop in the Depa with the kings of the Morta.,neutral,fear
All night we take from the troca.,happiness,surprise
You are silly.,happiness,disgust
When what I have done I have not broken it.,sadness,fear
"You are wrong in Adan and Eva, huh?",sadness,sadness
Mark a dance!,happiness,happiness
Boilaí! Take!,happiness,anger
... that would be very alleged.,sadness,fear
Let's break the ice in the perreo of the disk,happiness,anger
When she says goodbye again.,sadness,surprise
I really want the Caribbean party,happiness,disgust
"And, above all, to encourage the environment a little",happiness,fear
After all these days.,neutral,disgust
Difficult to forget ...,sadness,anger
"How good it is now, huh?",happiness,anger
... my cell phone in its natural version.,neutral,neutral
... It is the best part.,happiness,anger
How many times did I fail you?,sadness,surprise
I can't believe it! I can't believe it!,surprise,disgust
... And I had to lose.,sadness,disgust
... to find me again.,happiness,surprise
Everything I am doing for you shit in 10.,anger,disgust
"And then you are going to use it out there, when you leave.",anger,surprise
And although the years go by ...,neutral,neutral
... Like me he loved himself.,happiness,anger
"Excellent! How beautiful you stay now, hand!",happiness,disgust
... how long the perfect review lasts.,neutral,fear
Naples bachata is being given a little better.,happiness,sadness
He has learned a couple more.,happiness,sadness
With which I have let myself carry and I have given everything.,happiness,fear
"When you are fine, you move away from me.",sadness,surprise
I feel you alone and I am always ...,happiness,sadness
"You haven't given me yet, huh?",anger,sadness
"Good night, right? Good night.",anger,anger
"... Let's see, I already say that there are no applause.",sadness,disgust
"Hold on, the shirt is already going to fire too.",happiness,sadness
"You are pure, pure blackmail.",anger,disgust
I love you who you don't want.,sadness,fear
Andrea is a special girl.,happiness,anger
He is a person who has taken love and is my maximum support here.,happiness,neutral
We are having a great time.,happiness,sadness
"I like what films you, even if Fancy.",happiness,sadness
"He gets calm, if I do Romantí.",happiness,fear
"You are the sun, you are the sun, you are the sun, you are the sun.",happiness,disgust
"Oh, really, these people.",anger,anger
"He gets calm, if I do Romantí.",neutral,fear
Do you have to choose? About what?,sadness,neutral
"We have told you, but which one do you like the most?",fear,surprise
"Oh! Above, much caudillo.",surprise,anger
"That's why you lack a wall piece, right?",anger,surprise
Do you want to roll me with us and we embell you?,happiness,disgust
"No, no, no, no.",anger,anger
"Tonight I want to have fun, enjoy.",happiness,sadness
I come with mirror strength,happiness,sadness
Because in Ruth's eyes I have seen my ruth very deep down.,surprise,fear
"Tell me, what's wrong with you?",anger,disgust
In the end I am going to jump here and they will leave me.,fear,surprise
"Can you explain to me, pussy, what are you talking about more?",disgust,disgust
The only bad thing that has spoken is what you don't like,anger,neutral
That he is doing dictates.,neutral,anger
Do you know what happens? That he is so handsome.,happiness,fear
"That if I know I can leave it, he leaves me.",fear,fear
I think you are not able to.,neutral,disgust
"What, to leave it?",surprise,anger
"You want it so much, so much, so much, so much,",happiness,disgust
"That they make your hard, then you see it and make your body ...",happiness,fear
"¡The, the, the!",happiness,anger
"I swear, for my grandmother, which is the best I have in my life.",happiness,fear
And I am able to leave it.,happiness,fear
